scenario_id,frame_id,timestamp,object_id,object_class,x,y,vx,vy,length,width,heading,ego_vx,ego_vy,ground_truth
0,5,0.5,0,car,13.099430083718389,3.577880832681912,-4.03378808665717,-0.01743625361242188,4.5,1.8,0.0,15.0,0.0,
0,5,0.5,1,pedestrian,68.75033237854375,6.007591845471469,-4.874073527456666,-0.0637843161668961,0.5,0.5,0.0,15.0,0.0,
0,5,0.5,2,car,102.74969022463104,2.7745991442576052,22.862342768638502,0.007121286803528262,4.5,1.8,0.0,15.0,0.0,
0,6,0.6000000000000001,0,car,12.765099810459448,3.5351555680482583,-4.025861102103334,0.031279519698366835,4.5,1.8,0.0,15.0,0.0,
0,6,0.6000000000000001,1,pedestrian,68.23199037182606,6.053269369227211,-4.907169824509999,-0.01815269232825359,0.5,0.5,0.0,15.0,0.0,
0,6,0.6000000000000001,2,car,104.99775071209505,2.6550151796987014,22.886691392677783,-0.023470117010136196,4.5,1.8,0.0,15.0,0.0,
0,7,0.7000000000000001,0,car,12.363763112121884,3.583230233938849,-4.003534543301837,0.03326925544863931,4.5,1.8,0.0,15.0,0.0,
0,7,0.7000000000000001,1,pedestrian,67.7314248409241,6.010939538022796,-4.911155735055319,-0.08436672169790149,0.5,0.5,0.0,15.0,0.0,
0,7,0.7000000000000001,2,car,107.14170860412052,2.5227452184632613,22.83682905129771,0.019988711336171833,4.5,1.8,0.0,15.0,0.0,
0,8,0.8,0,car,11.872861752255695,3.54541397853491,-3.9385731284125334,-0.017813198553071296,4.5,1.8,0.0,15.0,0.0,
0,8,0.8,1,pedestrian,67.31406082426527,5.917577770021808,-4.9214276129487,-0.047501102745529065,0.5,0.5,0.0,15.0,0.0,
0,8,0.8,2,car,109.39148820166024,2.606776032209001,22.750463030138093,0.021721182177292866,4.5,1.8,0.0,15.0,0.0,
0,9,0.9,0,car,11.502777999647668,3.4859989829652305,-4.010876021131956,0.003606475385693476,4.5,1.8,0.0,15.0,0.0,
0,9,0.9,1,pedestrian,66.76896879206402,5.9408453911572785,-4.920335005672528,0.08008894456604577,0.5,0.5,0.0,15.0,0.0,
0,9,0.9,2,car,111.64259894192675,2.5044262829468145,22.75942681188591,0.010999834198588259,4.5,1.8,0.0,15.0,0.0,
0,10,1.0,0,car,11.237609155058516,3.569510107556688,-3.993032468174481,0.0731651445609781,4.5,1.8,0.0,15.0,0.0,
0,10,1.0,1,pedestrian,66.15805898606447,5.8768702378823034,-4.966663802742804,-0.0194904901577884,0.5,0.5,0.0,15.0,0.0,
0,10,1.0,2,car,113.78087300835972,2.5679413776282547,22.74831567703097,-0.0735403147251329,4.5,1.8,0.0,15.0,0.0,
0,11,1.1,0,car,10.736748000120315,3.600861492301708,-3.951126139779762,0.09983654458458933,4.5,1.8,0.0,15.0,0.0,
0,11,1.1,1,pedestrian,65.95277885239094,5.918311181209903,-5.016140708744397,-0.10660231403656546,0.5,0.5,0.0,15.0,0.0,
0,11,1.1,2,car,116.0824757222972,2.4866472680972223,22.727547814021985,-0.030604839952990404,4.5,1.8,0.0,15.0,0.0,
0,12,1.2000000000000002,0,car,10.3275562975007,3.707459515380472,-3.9432737114074947,-0.007931741851934416,4.5,1.8,0.0,15.0,0.0,
0,12,1.2000000000000002,1,pedestrian,65.34759940623391,5.750842886739467,-5.040456104198064,-0.002689127540916025,0.5,0.5,0.0,15.0,0.0,
0,12,1.2000000000000002,2,car,118.53202349505739,2.499674720244511,22.77668478957314,-0.024964779926957604,4.5,1.8,0.0,15.0,0.0,
0,13,1.3,0,car,9.814734549718247,3.6109478391572347,-3.9795350146342825,0.10642348662175823,4.5,1.8,0.0,15.0,0.0,
0,13,1.3,1,pedestrian,64.76141512789167,5.834691807113102,-5.085602463102416,0.04657865064371221,0.5,0.5,0.0,15.0,0.0,
0,13,1.3,2,car,120.84818707062529,2.4840109304787017,22.774646663266367,-0.032739384771469524,4.5,1.8,0.0,15.0,0.0,
0,14,1.4000000000000001,0,car,9.461388268403027,3.565449491123157,-4.040815302822645,-0.06389687871598097,4.5,1.8,0.0,15.0,0.0,
0,14,1.4000000000000001,1,pedestrian,64.27011367335363,5.992600932754145,-5.077602882423744,-0.005931916305494129,0.5,0.5,0.0,15.0,0.0,
0,14,1.4000000000000001,2,car,123.15423435091218,2.6146111046493843,22.78561578833456,-0.02054636154168686,4.5,1.8,0.0,15.0,0.0,
0,15,1.5,0,car,9.167935609126753,3.608325134969318,-3.964027503222845,0.009161721861095307,4.5,1.8,0.0,15.0,0.0,
0,15,1.5,1,pedestrian,63.639906481939214,5.855785012829579,-4.9950564858121815,0.08618328603916486,0.5,0.5,0.0,15.0,0.0,
0,15,1.5,2,car,125.41484400841738,2.5762923725357854,22.85868800294667,-0.0553522841021744,4.5,1.8,0.0,15.0,0.0,
0,16,1.6,0,car,8.682060156908886,3.6726578144382227,-3.983757759365824,-0.0002560933360035648,4.5,1.8,0.0,15.0,0.0,
0,16,1.6,1,pedestrian,63.124056543505546,5.8895424677094725,-4.9246823927464956,0.004529245345087278,0.5,0.5,0.0,15.0,0.0,
0,16,1.6,2,car,127.76510668803972,2.371275162432683,22.856252082850165,-0.04216151351464356,4.5,1.8,0.0,15.0,0.0,
0,17,1.7000000000000002,0,car,8.16180307492994,3.5848425777453476,-4.000463931400865,0.045795127117800656,4.5,1.8,0.0,15.0,0.0,
0,17,1.7000000000000002,1,pedestrian,62.49894903245694,5.892605616968915,-4.948890864413174,-0.016383654718098044,0.5,0.5,0.0,15.0,0.0,
0,17,1.7000000000000002,2,car,130.15100767885522,2.425086706133076,22.923121988222302,-0.007725283962495024,4.5,1.8,0.0,15.0,0.0,
0,18,1.8,0,car,7.692162420622783,3.5624566960572976,-3.988339091837304,0.008828667922685551,4.5,1.8,0.0,15.0,0.0,
0,18,1.8,1,pedestrian,61.895621138792286,5.901654595131702,-4.937479447906229,0.12587370187669603,0.5,0.5,0.0,15.0,0.0,
0,18,1.8,2,car,132.6310043388056,2.3397623710771938,22.908752820144844,-0.07317210009185016,4.5,1.8,0.0,15.0,0.0,
0,19,1.9000000000000001,0,car,7.234257810042704,3.5940171964163317,-3.9280464107928923,-0.03645419188718043,4.5,1.8,0.0,15.0,0.0,
0,19,1.9000000000000001,1,pedestrian,61.33645854999489,5.686925692157836,-4.9456127439334745,-0.053120720592978156,0.5,0.5,0.0,15.0,0.0,
0,19,1.9000000000000001,2,car,134.8689356780835,2.252076293260435,22.904039692432217,-0.08788641956783157,4.5,1.8,0.0,15.0,0.0,
0,20,2.0,0,car,6.694748644424316,3.8069419076191613,-3.9924175398565938,-0.054839278922731986,4.5,1.8,0.0,15.0,0.0,
0,20,2.0,1,pedestrian,61.025588628433674,5.977432409081877,-5.004191075374742,-0.01841244783940153,0.5,0.5,0.0,15.0,0.0,
0,20,2.0,2,car,137.19349520242076,2.424946057700994,22.854696838510804,-0.012263892297105488,4.5,1.8,0.0,15.0,0.0,
0,21,2.1,0,car,6.373240648044831,3.850418515065823,-4.011225343418099,-0.006691148225802058,4.5,1.8,0.0,15.0,0.0,
0,21,2.1,1,pedestrian,60.3876799400592,5.953615034684411,-5.017510449875189,0.011608494481312799,0.5,0.5,0.0,15.0,0.0,
0,21,2.1,2,car,139.42343216438996,2.472099909955508,22.905332629401794,0.007771466383423302,4.5,1.8,0.0,15.0,0.0,
0,22,2.2,0,car,6.007293754542942,3.85573404982361,-4.011221123763528,-0.03607790167714237,4.5,1.8,0.0,15.0,0.0,
0,22,2.2,1,pedestrian,59.91757832123901,5.943886374843062,-4.91285203442866,0.07866774512376212,0.5,0.5,0.0,15.0,0.0,
0,22,2.2,2,car,141.7525500825858,2.3957941889860312,22.849712055802623,0.059557147654443254,4.5,1.8,0.0,15.0,0.0,
0,23,2.3000000000000003,0,car,5.6324465646813024,3.903748390162771,-4.098450423112238,0.04637192407790904,4.5,1.8,0.0,15.0,0.0,
0,23,2.3000000000000003,1,pedestrian,59.47173515161759,5.832843306401615,-4.936428274801157,0.01318586021782598,0.5,0.5,0.0,15.0,0.0,
0,23,2.3000000000000003,2,car,144.0427679680017,2.366577070405676,22.844537642399324,-0.01259886891034427,4.5,1.8,0.0,15.0,0.0,
0,24,2.4000000000000004,0,car,5.237857773580326,4.050897587462087,-4.226783345158803,-0.011842513225484214,4.5,1.8,0.0,15.0,0.0,
0,24,2.4000000000000004,1,pedestrian,58.99574356627472,5.8624427053703245,-4.955024003867222,-0.08783608912392914,0.5,0.5,0.0,15.0,0.0,
0,24,2.4000000000000004,2,car,146.36002128061304,2.5393120918220946,22.767844572153518,0.04319140068490942,4.5,1.8,0.0,15.0,0.0,
0,25,2.5,0,car,4.782326916752156,4.044765152879203,-4.279428270694001,-0.016722808617793832,4.5,1.8,0.0,15.0,0.0,
0,25,2.5,1,pedestrian,58.630245625357894,5.920708229569096,-4.868408423596724,0.058870594448884685,0.5,0.5,0.0,15.0,0.0,
0,25,2.5,2,car,148.68071440572135,2.713705544438874,22.789794230090433,0.04139940883985295,4.5,1.8,0.0,15.0,0.0,
0,26,2.6,0,car,4.324726994329285,4.0514197344651235,-4.314299461859014,0.04947919672974266,4.5,1.8,0.0,15.0,0.0,
0,26,2.6,1,pedestrian,58.02557442068674,5.998943263810862,-4.877940976471982,0.05856235467336597,0.5,0.5,0.0,15.0,0.0,
0,26,2.6,2,car,151.03478072760353,2.895770160203554,22.826332964647364,-0.07860201278266205,4.5,1.8,0.0,15.0,0.0,
0,27,2.7,0,car,3.886601730853563,3.9342190152056418,-4.340213453977328,0.07556142166383609,4.5,1.8,0.0,15.0,0.0,
0,27,2.7,1,pedestrian,57.60153370412931,5.929050220952987,-4.928626844794002,0.0016391046438130397,0.5,0.5,0.0,15.0,0.0,
0,27,2.7,2,car,153.19575800913015,2.828656132463896,22.841933438224927,0.05776560180533481,4.5,1.8,0.0,15.0,0.0,
0,28,2.8000000000000003,0,car,3.513456532678274,3.705090064345832,-4.324995117525815,0.0036016786616288963,4.5,1.8,0.0,15.0,0.0,
0,28,2.8000000000000003,1,pedestrian,57.15006004818718,6.090671189118107,-5.03178875863424,-0.02955517125955528,0.5,0.5,0.0,15.0,0.0,
0,28,2.8000000000000003,2,car,155.53904198523196,2.6704966925185016,22.915730890627604,0.01841783063503292,4.5,1.8,0.0,15.0,0.0,
0,29,2.9000000000000004,0,car,3.165615419510033,3.6479956981936525,-4.284306933027505,0.05342357779945192,4.5,1.8,0.0,15.0,0.0,
0,29,2.9000000000000004,1,pedestrian,56.67016897433747,6.114111278387977,-5.018271596670154,-0.04316726323696909,0.5,0.5,0.0,15.0,0.0,
0,29,2.9000000000000004,2,car,157.81586220627068,2.655244439273266,22.934900583845277,0.049991212345514735,4.5,1.8,0.0,15.0,0.0,
0,30,3.0,0,car,2.6313311180094416,3.6354947951616947,-4.210234155644557,-0.03717941144062821,4.5,1.8,0.0,15.0,0.0,
0,30,3.0,1,pedestrian,56.08611681294143,6.134341897571097,-4.976052337145887,0.0005713027780329666,0.5,0.5,0.0,15.0,0.0,
0,30,3.0,2,car,160.2422483236989,2.7409238375299187,22.97699158718978,0.027705825066204667,4.5,1.8,0.0,15.0,0.0,
0,31,3.1,0,car,2.4430730124795943,3.6149786262750903,-4.310410270247882,0.08021271807585706,4.5,1.8,0.0,15.0,0.0,
0,31,3.1,1,pedestrian,55.542741636131154,6.1451299420054,-4.910574802902861,-0.08011297705294627,0.5,0.5,0.0,15.0,0.0,
0,31,3.1,2,car,162.41478276100727,2.5807960438180335,22.937284772688507,0.02198183030084968,4.5,1.8,0.0,15.0,0.0,
0,32,3.2,0,car,2.064450769736083,3.6162860651594415,-4.381048564442501,-0.3787049623166714,4.5,1.8,0.0,15.0,0.0,
0,32,3.2,1,pedestrian,55.057119514379906,6.071632359593063,-4.8876055143170305,-0.22810210917397566,0.5,0.5,0.0,15.0,0.0,
0,32,3.2,2,car,164.722335381482,2.630489373307115,22.94874534139426,-0.23669655520496583,4.5,1.8,0.0,15.0,0.0,
0,33,3.3000000000000003,0,car,1.555878587004845,3.5461000474716764,-4.371209759609653,-0.48122233927532454,4.5,1.8,0.0,15.0,0.0,
0,33,3.3000000000000003,1,pedestrian,54.528984845725745,6.071524208861654,-4.900897453912799,-0.528125871412602,0.5,0.5,0.0,15.0,0.0,
0,33,3.3000000000000003,2,car,167.10016181982385,2.37895845989708,22.883921724990522,-0.5963580329183366,4.5,1.8,0.0,15.0,0.0,
0,34,3.4000000000000004,0,car,0.8853959990590492,3.400967447392376,-4.333738064623266,-0.787305763956953,4.5,1.8,0.0,15.0,0.0,
0,34,3.4000000000000004,1,pedestrian,54.05867410852865,6.103139802468951,-4.834513147299415,-0.7765184573741312,0.5,0.5,0.0,15.0,0.0,
0,34,3.4000000000000004,2,car,169.52391258127983,2.3108649696767083,22.84205181379915,-0.802781578247761,4.5,1.8,0.0,15.0,0.0,
0,35,3.5,0,car,0.3039685413402209,3.2109857904576504,-4.351638899026987,-0.971503464644673,4.5,1.8,0.0,15.0,0.0,
0,35,3.5,1,pedestrian,53.747299776915305,5.863753379369887,-4.814871773886419,-1.0637099125714797,0.5,0.5,0.0,15.0,0.0,
0,35,3.5,2,car,171.85558747150606,2.196588033046575,22.75050652250677,-0.9652678660351788,4.5,1.8,0.0,15.0,0.0,
0,36,3.6,0,car,-0.19169541984335098,3.0341608636388755,-4.405126519591472,-1.2670631936485712,4.5,1.8,0.0,15.0,0.0,
0,36,3.6,1,pedestrian,53.308601643596155,5.721394042294827,-4.798438673772295,-1.2162529371177513,0.5,0.5,0.0,15.0,0.0,
0,36,3.6,2,car,174.26270428930957,2.0388745149787177,22.676663631664486,-1.1809879089855944,4.5,1.8,0.0,15.0,0.0,
0,37,3.7,0,car,-0.6653568890122238,3.0018652158515886,-4.3859576639323485,-1.4441057989604136,4.5,1.8,0.0,15.0,0.0,
0,37,3.7,1,pedestrian,52.86363536562356,5.772740406062432,-4.694589647319607,-1.4340798656936073,0.5,0.5,0.0,15.0,0.0,
0,37,3.7,2,car,176.54638971180773,2.0027436384803314,22.634380580026118,-1.4208954038193335,4.5,1.8,0.0,15.0,0.0,
0,38,3.8000000000000003,0,car,-1.1065389402008443,2.8714482560144283,-4.427626104229819,-1.6975561844946059,4.5,1.8,0.0,15.0,0.0,
0,38,3.8000000000000003,1,pedestrian,52.18687805729247,5.499194213780555,-4.717523411566574,-1.6327373891615955,0.5,0.5,0.0,15.0,0.0,
0,38,3.8000000000000003,2,car,179.0035508860533,1.9515351944881456,22.586276024209038,-1.6006923872066097,4.5,1.8,0.0,15.0,0.0,
0,39,3.9000000000000004,0,car,-1.5900093742588586,2.6657030078549955,-4.41835982175905,-1.742130087705462,4.5,1.8,0.0,15.0,0.0,
0,39,3.9000000000000004,1,pedestrian,51.68119986774741,5.4282705026985685,-4.774620322873694,-1.7727716904361182,0.5,0.5,0.0,15.0,0.0,
0,39,3.9000000000000004,2,car,181.5219458611338,1.79653430439525,22.657936749539346,-1.7685126346455713,4.5,1.8,0.0,15.0,0.0,
0,40,4.0,0,car,-1.973767646901784,2.470011007397862,-4.42688020081726,-1.9391109300149123,4.5,1.8,0.0,15.0,0.0,
0,40,4.0,1,pedestrian,51.246767971355794,5.1531031027621275,-4.741341061058022,-1.8458724599563459,0.5,0.5,0.0,15.0,0.0,
0,40,4.0,2,car,183.82439267681144,1.5778957500218167,22.68063502850478,-1.915570462955962,4.5,1.8,0.0,15.0,0.0,
0,41,4.1000000000000005,0,car,-2.3229009544369954,2.0871485305543676,-4.4436605692231925,-2.0967592839760223,4.5,1.8,0.0,15.0,0.0,
0,41,4.1000000000000005,1,pedestrian,50.62312778222727,5.0897674573215355,-4.696581811959438,-2.0331926958840616,0.5,0.5,0.0,15.0,0.0,
0,41,4.1000000000000005,2,car,185.94220583405783,1.0817209978156692,22.65346025310815,-1.8761979336074521,4.5,1.8,0.0,15.0,0.0,
0,42,4.2,0,car,-2.72377858421295,1.8249109792963938,-4.420406558748177,-2.1408511441799685,4.5,1.8,0.0,15.0,0.0,
0,42,4.2,1,pedestrian,50.12373726476156,4.893434881970085,-4.70088684455049,-2.023262920445742,0.5,0.5,0.0,15.0,0.0,
0,42,4.2,2,car,188.24201638199224,0.9422732769734443,22.619041638996613,-2.017912456109719,4.5,1.8,0.0,15.0,0.0,
0,43,4.3,0,car,-3.0029255453253683,1.5183104143613155,-4.464791341533905,-2.029066912883358,4.5,1.8,0.0,15.0,0.0,
0,43,4.3,1,pedestrian,49.634514181637,4.824231408206804,-4.723013630145099,-2.023103850885834,0.5,0.5,0.0,15.0,0.0,
0,43,4.3,2,car,190.51706912757246,0.7585105463357769,22.69727754008011,-2.1139446535715782,4.5,1.8,0.0,15.0,0.0,
0,44,4.4,0,car,-3.5435168890712547,1.2638683805885431,-4.442174644001748,-2.1741440833083954,4.5,1.8,0.0,15.0,0.0,
0,44,4.4,1,pedestrian,49.2259599088876,4.560768663475093,-4.665622997108421,-2.2155691449443933,0.5,0.5,0.0,15.0,0.0,
0,44,4.4,2,car,192.70814030407004,0.38027811824242974,22.65596606676191,-2.083472834643923,4.5,1.8,0.0,15.0,0.0,
0,45,4.5,0,car,-4.005657016016405,1.0322503010407171,-4.450133887570751,-2.0526338144992486,4.5,1.8,0.0,15.0,0.0,
0,45,4.5,1,pedestrian,48.658544004982446,4.425173304911973,-4.632489698589146,-2.043551329647441,0.5,0.5,0.0,15.0,0.0,
0,45,4.5,2,car,195.02939025502135,0.2036395956702711,22.75771973189846,-2.0671579350828715,4.5,1.8,0.0,15.0,0.0,
0,46,4.6000000000000005,0,car,-4.481378726606938,0.7571756745829971,-4.501747021099643,-2.0594422735998763,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,46,4.6000000000000005,1,pedestrian,48.10641530380044,4.218383398324783,-4.61577494216426,-1.9946615812922144,0.5,0.5,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,46,4.6000000000000005,2,car,197.22860870046824,0.09393618365028518,22.79469036551351,-2.0052010995909235,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,47,4.7,0,car,-4.996845043183373,0.6220047856481129,-4.492348341725338,-1.972543173149393,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,47,4.7,1,pedestrian,47.63803978398557,4.054573298514358,-4.660759681488648,-1.8906446405367685,0.5,0.5,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,47,4.7,2,car,199.3625954884938,0.03754111263363817,22.85708786476648,-1.9127626768937889,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,48,4.800000000000001,0,car,-5.409734443571999,0.20370372471270226,-4.550165724738604,-1.787777589561838,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,48,4.800000000000001,1,pedestrian,47.064750513694015,3.948704082422,-4.560894854951249,-1.8319193795256965,0.5,0.5,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,48,4.800000000000001,2,car,201.56455793456195,-0.11622291489079192,22.937643672191463,-1.8342073591812267,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,49,4.9,0,car,-5.839847403815166,0.22402582881109753,-4.632753682147567,-1.6821312701714477,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,49,4.9,1,pedestrian,46.566300367552806,3.7348374601535435,-4.520264790563567,-1.6059948238381143,0.5,0.5,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,49,4.9,2,car,203.68082609581688,-0.22648965558362646,22.908766727823682,-1.5543554489820943,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,50,5.0,0,car,-6.365881525673615,0.016609408255849348,-4.6056971016073405,-1.399402598333399,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,50,5.0,1,pedestrian,46.15908382489007,3.422522836170038,-4.493363068567154,-1.4892643250339659,0.5,0.5,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,50,5.0,2,car,205.99523037975808,-0.5126179913685571,22.931082835200836,-1.4778788676656147,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,51,5.1000000000000005,0,car,-6.954714700860401,-0.03544348107733007,-4.593614875523503,-1.2650478698838385,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,51,5.1000000000000005,1,pedestrian,45.85486540293546,3.255022691031644,-4.491757684868608,-1.2209033574302637,0.5,0.5,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,51,5.1000000000000005,2,car,208.2263720698653,-0.5889392650099835,22.9044102178426,-1.2549309459250042,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,52,5.2,0,car,-7.277811924432417,-0.24067035788993352,-4.714253892069977,-0.9311358658630062,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,52,5.2,1,pedestrian,45.6606224297093,3.113327492925351,-4.588599586899617,-1.0272069144233982,0.5,0.5,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,52,5.2,2,car,210.4881907966655,-0.7090999206735693,22.848740815746506,-0.9827046584897772,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,53,5.300000000000001,0,car,-7.696786576110806,-0.4674170759356465,-4.679294055485233,-0.6704273115405287,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,53,5.300000000000001,1,pedestrian,45.21895850426304,3.002288820654718,-4.595699747619993,-0.7422987222893952,0.5,0.5,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,53,5.300000000000001,2,car,212.59999771768943,-0.7699670064396215,22.829217618273365,-0.680670309990021,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,54,5.4,0,car,-8.182133255039824,-0.3528531911283139,-4.7344810903743335,-0.49288580470605364,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,54,5.4,1,pedestrian,44.79132855588017,2.8631592195636206,-4.586829941888146,-0.46162282120461323,0.5,0.5,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,54,5.4,2,car,214.8505403090881,-0.9913881476612172,22.82833947694949,-0.5673699177858189,4.5,1.8,0.0,15.0,0.0,"[{""type"": ""near_miss"", ""scenario_type"": ""cut_in"", ""time"": 5.0}]"
0,55,5.5,0,car,-8.689815457943645,-0.38733194714532976,-4.819763701175109,-0.34398270745107157,4.5,1.8,0.0,15.0,0.0,
0,55,5.5,1,pedestrian,44.38085224524391,2.784567370898149,-4.715067158979174,-0.22395758865463092,0.5,0.5,0.0,15.0,0.0,
0,55,5.5,2,car,217.16061123231046,-1.0890956091133694,22.76249796639658,-0.2214093956693208,4.5,1.8,0.0,15.0,0.0,
0,56,5.6000000000000005,0,car,-9.136856765805113,-0.14907171887692242,-4.798754271238862,0.019385157063100743,4.5,1.8,0.0,15.0,0.0,
0,56,5.6000000000000005,1,pedestrian,43.89265273633514,2.8662449576182283,-4.683812898916766,0.06258625042825976,0.5,0.5,0.0,15.0,0.0,
0,56,5.6000000000000005,2,car,219.3847287370864,-1.1326363564077657,22.73854280785098,0.03954008605894946,4.5,1.8,0.0,15.0,0.0,
0,57,5.7,0,car,-9.466894748899326,-0.19495576819185248,-4.819992957628517,0.01570386119348996,4.5,1.8,0.0,15.0,0.0,
0,57,5.7,1,pedestrian,43.399695296442175,2.961450322932217,-4.796401763447719,-0.04133525234584473,0.5,0.5,0.0,15.0,0.0,
0,57,5.7,2,car,221.58034138447533,-1.3646719576463802,22.69036088563254,-0.04575780579229631,4.5,1.8,0.0,15.0,0.0,
0,58,5.800000000000001,0,car,-9.969004510114061,-0.08365917902582612,-4.832245990188052,-0.05154068601355769,4.5,1.8,0.0,15.0,0.0,
0,58,5.800000000000001,1,pedestrian,42.91435966597605,3.066367685076352,-4.845199704253464,-0.04552874419607243,0.5,0.5,0.0,15.0,0.0,
0,58,5.800000000000001,2,car,223.90523236896598,-1.3868255692194602,22.722735120168014,-0.0006823395897648381,4.5,1.8,0.0,15.0,0.0,
0,59,5.9,0,car,-10.38206274432391,-0.1871669904298902,-4.8328502227274655,-0.010534500718157841,4.5,1.8,0.0,15.0,0.0,
